strain	trait	value
ECA730	min.temp-12mo	17.8310249307479
ECA730	q10.temp-12mo	18.4049861495845
ECA730	q25.temp-12mo	19.0904432132964
ECA730	mean.temp-12mo	21.4051531110005
ECA730	median.temp-12mo	20.8196675900277
ECA730	q75.temp-12mo	23.8137119113573
ECA730	q90.temp-12mo	24.9287257617729
ECA730	max.temp-12mo	25.8839335180055
ECA732	min.temp-12mo	3.43047091412742
ECA732	q10.temp-12mo	4.35836565096953
ECA732	q25.temp-12mo	5.12562326869806
ECA732	mean.temp-12mo	7.43999484563999
ECA732	median.temp-12mo	7.09252077562327
ECA732	q75.temp-12mo	9.72887811634349
ECA732	q90.temp-12mo	10.9367590027701
ECA732	max.temp-12mo	12.2362880886427
ECA733	min.temp-12mo	3.43047091412742
ECA733	q10.temp-12mo	4.35836565096953
ECA733	q25.temp-12mo	5.12562326869806
ECA733	mean.temp-12mo	7.43999484563999
ECA733	median.temp-12mo	7.09252077562327
ECA733	q75.temp-12mo	9.72887811634349
ECA733	q90.temp-12mo	10.9367590027701
ECA733	max.temp-12mo	12.2362880886427
ECA738	min.temp-12mo	21.1454293628809
ECA738	q10.temp-12mo	21.9006094182825
ECA738	q25.temp-12mo	22.6937673130194
ECA738	mean.temp-12mo	24.37263076716
ECA738	median.temp-12mo	23.9839335180055
ECA738	q75.temp-12mo	26.2412742382271
ECA738	q90.temp-12mo	27.1919944598338
ECA738	max.temp-12mo	27.9360110803324
ECA740	min.temp-12mo	20.318836565097
ECA740	q10.temp-12mo	21.2360387811634
ECA740	q25.temp-12mo	22.2704986149584
ECA740	mean.temp-12mo	24.6238090965012
ECA740	median.temp-12mo	24.118836565097
ECA740	q75.temp-12mo	27.1981301939058
ECA740	q90.temp-12mo	28.5853462603878
ECA740	max.temp-12mo	29.2739612188366
ECA741	min.temp-12mo	20.318836565097
ECA741	q10.temp-12mo	21.2360387811634
ECA741	q25.temp-12mo	22.2704986149584
ECA741	mean.temp-12mo	24.6238090965012
ECA741	median.temp-12mo	24.118836565097
ECA741	q75.temp-12mo	27.1981301939058
ECA741	q90.temp-12mo	28.5853462603878
ECA741	max.temp-12mo	29.2739612188366
ECA742	min.temp-12mo	20.2797783933518
ECA742	q10.temp-12mo	21.1992520775623
ECA742	q25.temp-12mo	22.2348337950138
ECA742	mean.temp-12mo	24.6041549544932
ECA742	median.temp-12mo	24.1002770083103
ECA742	q75.temp-12mo	27.1926592797784
ECA742	q90.temp-12mo	28.585512465374
ECA742	max.temp-12mo	29.2695290858726
ECA743	min.temp-12mo	20.2797783933518
ECA743	q10.temp-12mo	21.1992520775623
ECA743	q25.temp-12mo	22.2348337950138
ECA743	mean.temp-12mo	24.6041549544932
ECA743	median.temp-12mo	24.1002770083103
ECA743	q75.temp-12mo	27.1926592797784
ECA743	q90.temp-12mo	28.585512465374
ECA743	max.temp-12mo	29.2695290858726
ECA744	min.temp-12mo	22.5684210526316
ECA744	q10.temp-12mo	23.2392520775623
ECA744	q25.temp-12mo	24.0516620498615
ECA744	mean.temp-12mo	25.6354083407047
ECA744	median.temp-12mo	25.6013850415512
ECA744	q75.temp-12mo	27.2239612188366
ECA744	q90.temp-12mo	28.0419113573407
ECA744	max.temp-12mo	28.6770083102493
ECA745	min.temp-12mo	22.5684210526316
ECA745	q10.temp-12mo	23.2392520775623
ECA745	q25.temp-12mo	24.0516620498615
ECA745	mean.temp-12mo	25.6354083407047
ECA745	median.temp-12mo	25.6013850415512
ECA745	q75.temp-12mo	27.2239612188366
ECA745	q90.temp-12mo	28.0419113573407
ECA745	max.temp-12mo	28.6770083102493
ECA746	min.temp-12mo	3.43047091412742
ECA746	q10.temp-12mo	4.35836565096953
ECA746	q25.temp-12mo	5.12562326869806
ECA746	mean.temp-12mo	7.43999484563999
ECA746	median.temp-12mo	7.09252077562327
ECA746	q75.temp-12mo	9.72887811634349
ECA746	q90.temp-12mo	10.9367590027701
ECA746	max.temp-12mo	12.2362880886427
ECA760	min.temp-12mo	7.77601156069364
ECA760	q10.temp-12mo	9.0735549132948
ECA760	q25.temp-12mo	10.8768786127168
ECA760	mean.temp-12mo	14.352018589211
ECA760	median.temp-12mo	13.8591040462428
ECA760	q75.temp-12mo	18.0066473988439
ECA760	q90.temp-12mo	20.0949710982659
ECA760	max.temp-12mo	21.4384393063584
ECA768	min.temp-12mo	7.77601156069364
ECA768	q10.temp-12mo	9.0735549132948
ECA768	q25.temp-12mo	10.8768786127168
ECA768	mean.temp-12mo	14.352018589211
ECA768	median.temp-12mo	13.8591040462428
ECA768	q75.temp-12mo	18.0066473988439
ECA768	q90.temp-12mo	20.0949710982659
ECA768	max.temp-12mo	21.4384393063584
ECA777	min.temp-12mo	7.77601156069364
ECA777	q10.temp-12mo	9.0735549132948
ECA777	q25.temp-12mo	10.8768786127168
ECA777	mean.temp-12mo	14.352018589211
ECA777	median.temp-12mo	13.8591040462428
ECA777	q75.temp-12mo	18.0066473988439
ECA777	q90.temp-12mo	20.0949710982659
ECA777	max.temp-12mo	21.4384393063584
ECA778	min.temp-12mo	7.77601156069364
ECA778	q10.temp-12mo	9.0735549132948
ECA778	q25.temp-12mo	10.8768786127168
ECA778	mean.temp-12mo	14.352018589211
ECA778	median.temp-12mo	13.8591040462428
ECA778	q75.temp-12mo	18.0066473988439
ECA778	q90.temp-12mo	20.0949710982659
ECA778	max.temp-12mo	21.4384393063584
ECA807	min.temp-12mo	7.77601156069364
ECA807	q10.temp-12mo	9.0735549132948
ECA807	q25.temp-12mo	10.8768786127168
ECA807	mean.temp-12mo	14.352018589211
ECA807	median.temp-12mo	13.8591040462428
ECA807	q75.temp-12mo	18.0066473988439
ECA807	q90.temp-12mo	20.0949710982659
ECA807	max.temp-12mo	21.4384393063584
ECA812	min.temp-12mo	7.77601156069364
ECA812	q10.temp-12mo	9.0735549132948
ECA812	q25.temp-12mo	10.8768786127168
ECA812	mean.temp-12mo	14.352018589211
ECA812	median.temp-12mo	13.8591040462428
ECA812	q75.temp-12mo	18.0066473988439
ECA812	q90.temp-12mo	20.0949710982659
ECA812	max.temp-12mo	21.4384393063584
ECA923	min.temp-12mo	21.9401662049861
ECA923	q10.temp-12mo	22.9239058171745
ECA923	q25.temp-12mo	23.869944598338
ECA923	mean.temp-12mo	24.9178922172013
ECA923	median.temp-12mo	24.8860110803324
ECA923	q75.temp-12mo	26.1164819944598
ECA923	q90.temp-12mo	26.9019944598338
ECA923	max.temp-12mo	27.5858725761773
ECA928	min.temp-12mo	21.9401662049861
ECA928	q10.temp-12mo	22.9239058171745
ECA928	q25.temp-12mo	23.869944598338
ECA928	mean.temp-12mo	24.9178922172013
ECA928	median.temp-12mo	24.8860110803324
ECA928	q75.temp-12mo	26.1164819944598
ECA928	q90.temp-12mo	26.9019944598338
ECA928	max.temp-12mo	27.5858725761773
ECA930	min.temp-12mo	15.4945868945869
ECA930	q10.temp-12mo	15.902962962963
ECA930	q25.temp-12mo	16.9709401709402
ECA930	mean.temp-12mo	19.0019498711165
ECA930	median.temp-12mo	18.6005698005698
ECA930	q75.temp-12mo	20.9631766381766
ECA930	q90.temp-12mo	22.4552136752137
ECA930	max.temp-12mo	23.2948717948718
JU3280	min.temp-12mo	7.02414772727273
JU3280	q10.temp-12mo	7.60991477272727
JU3280	q25.temp-12mo	8.49701704545454
JU3280	mean.temp-12mo	10.6348252138487
JU3280	median.temp-12mo	10.7382102272727
JU3280	q75.temp-12mo	12.6441051136364
JU3280	q90.temp-12mo	13.6557102272727
JU3280	max.temp-12mo	14.2542613636364
JU3282	min.temp-12mo	7.02414772727273
JU3282	q10.temp-12mo	7.60991477272727
JU3282	q25.temp-12mo	8.49701704545454
JU3282	mean.temp-12mo	10.6348252138487
JU3282	median.temp-12mo	10.7382102272727
JU3282	q75.temp-12mo	12.6441051136364
JU3282	q90.temp-12mo	13.6557102272727
JU3282	max.temp-12mo	14.2542613636364
JU3291	min.temp-12mo	5.59801136363636
JU3291	q10.temp-12mo	6.52303977272727
JU3291	q25.temp-12mo	7.56115056818182
JU3291	mean.temp-12mo	9.35468635667434
JU3291	median.temp-12mo	9.32926136363636
JU3291	q75.temp-12mo	11.1193892045455
JU3291	q90.temp-12mo	12.2288068181818
JU3291	max.temp-12mo	13.2474431818182
QG2932	min.temp-12mo	11.2440340909091
QG2932	q10.temp-12mo	12.0389772727273
QG2932	q25.temp-12mo	13.4509232954545
QG2932	mean.temp-12mo	17.4003804788961
QG2932	median.temp-12mo	17.0923295454545
QG2932	q75.temp-12mo	20.8955255681818
QG2932	q90.temp-12mo	23.3554545454545
QG2932	max.temp-12mo	24.4536931818182
BRC20067	min.temp-3mo	14.967032967033
BRC20067	q10.temp-3mo	15.2503296703297
BRC20067	q25.temp-3mo	15.7208791208791
BRC20067	mean.temp-3mo	17.4310989010989
BRC20067	median.temp-3mo	17.1725274725275
BRC20067	q75.temp-3mo	18.9038461538462
BRC20067	q90.temp-3mo	19.9325274725275
BRC20067	max.temp-3mo	20.6153846153846
BRC20263	min.temp-3mo	10.2373626373626
BRC20263	q10.temp-3mo	10.679010989011
BRC20263	q25.temp-3mo	11.5486263736264
BRC20263	mean.temp-3mo	13.7492204224347
BRC20263	median.temp-3mo	13.4362637362637
BRC20263	q75.temp-3mo	15.7379120879121
BRC20263	q90.temp-3mo	17.2602197802198
BRC20263	max.temp-3mo	18.3637362637363
CB4856	min.temp-3mo	23.4681318681319
CB4856	q10.temp-3mo	23.9378021978022
CB4856	q25.temp-3mo	24.5478021978022
CB4856	mean.temp-3mo	26.3395146520147
CB4856	median.temp-3mo	25.7214285714286
CB4856	q75.temp-3mo	28.2857142857143
CB4856	q90.temp-3mo	29.3425274725275
CB4856	max.temp-3mo	29.9934065934066
CX11254	min.temp-3mo	NA
CX11254	q10.temp-3mo	14.8666666666667
CX11254	q25.temp-3mo	15.1666666666667
CX11254	mean.temp-3mo	15.6666666666667
CX11254	median.temp-3mo	15.6666666666667
CX11254	q75.temp-3mo	16.1666666666667
CX11254	q90.temp-3mo	16.4666666666667
CX11254	max.temp-3mo	NA
CX11262	min.temp-3mo	NA
CX11262	q10.temp-3mo	14.8666666666667
CX11262	q25.temp-3mo	15.1666666666667
CX11262	mean.temp-3mo	15.6666666666667
CX11262	median.temp-3mo	15.6666666666667
CX11262	q75.temp-3mo	16.1666666666667
CX11262	q90.temp-3mo	16.4666666666667
CX11262	max.temp-3mo	NA
CX11264	min.temp-3mo	NA
CX11264	q10.temp-3mo	14.8666666666667
CX11264	q25.temp-3mo	15.1666666666667
CX11264	mean.temp-3mo	15.6666666666667
CX11264	median.temp-3mo	15.6666666666667
CX11264	q75.temp-3mo	16.1666666666667
CX11264	q90.temp-3mo	16.4666666666667
CX11264	max.temp-3mo	NA
CX11271	min.temp-3mo	NA
CX11271	q10.temp-3mo	14.8666666666667
CX11271	q25.temp-3mo	15.1666666666667
CX11271	mean.temp-3mo	15.6666666666667
CX11271	median.temp-3mo	15.6666666666667
CX11271	q75.temp-3mo	16.1666666666667
CX11271	q90.temp-3mo	16.4666666666667
CX11271	max.temp-3mo	NA
CX11276	min.temp-3mo	18.1428571428571
CX11276	q10.temp-3mo	18.6549450549451
CX11276	q25.temp-3mo	19.7335164835165
CX11276	mean.temp-3mo	23.2275820372615
CX11276	median.temp-3mo	22.0549450549451
CX11276	q75.temp-3mo	26.6483516483516
CX11276	q90.temp-3mo	29.4142857142857
CX11276	max.temp-3mo	30.5164835164835
CX11285	min.temp-3mo	NA
CX11285	q10.temp-3mo	14.8666666666667
CX11285	q25.temp-3mo	15.1666666666667
CX11285	mean.temp-3mo	15.6666666666667
CX11285	median.temp-3mo	15.6666666666667
CX11285	q75.temp-3mo	16.1666666666667
CX11285	q90.temp-3mo	16.4666666666667
CX11285	max.temp-3mo	NA
CX11292	min.temp-3mo	9.51428571428571
CX11292	q10.temp-3mo	10.2584615384615
CX11292	q25.temp-3mo	11.1945054945055
CX11292	mean.temp-3mo	13.7843994507851
CX11292	median.temp-3mo	13.1923076923077
CX11292	q75.temp-3mo	16.2379120879121
CX11292	q90.temp-3mo	18.2768131868132
CX11292	max.temp-3mo	19.3681318681319
CX11307	min.temp-3mo	18.0549450549451
CX11307	q10.temp-3mo	20.3549450549451
CX11307	q25.temp-3mo	22.9423076923077
CX11307	mean.temp-3mo	25.2850545059336
CX11307	median.temp-3mo	25.9340659340659
CX11307	q75.temp-3mo	28.282967032967
CX11307	q90.temp-3mo	29.3527472527473
CX11307	max.temp-3mo	29.8571428571429
CX11314	min.temp-3mo	NA
CX11314	q10.temp-3mo	14.8666666666667
CX11314	q25.temp-3mo	15.1666666666667
CX11314	mean.temp-3mo	15.6666666666667
CX11314	median.temp-3mo	15.6666666666667
CX11314	q75.temp-3mo	16.1666666666667
CX11314	q90.temp-3mo	16.4666666666667
CX11314	max.temp-3mo	NA
CX11315	min.temp-3mo	18.0549450549451
CX11315	q10.temp-3mo	20.3549450549451
CX11315	q25.temp-3mo	22.9423076923077
CX11315	mean.temp-3mo	25.2850545059336
CX11315	median.temp-3mo	25.9340659340659
CX11315	q75.temp-3mo	28.282967032967
CX11315	q90.temp-3mo	29.3527472527473
CX11315	max.temp-3mo	29.8571428571429
DL238	min.temp-3mo	3.64505494505494
DL238	q10.temp-3mo	4.54571428571429
DL238	q25.temp-3mo	5.42335164835165
DL238	mean.temp-3mo	7.98770541860331
DL238	median.temp-3mo	7.73021978021978
DL238	q75.temp-3mo	10.4337912087912
DL238	q90.temp-3mo	11.6853846153846
DL238	max.temp-3mo	13.1263736263736
ECA189	min.temp-3mo	18.8549450549451
ECA189	q10.temp-3mo	19.4050549450549
ECA189	q25.temp-3mo	19.9958791208791
ECA189	mean.temp-3mo	22.091278302109
ECA189	median.temp-3mo	21.6016483516484
ECA189	q75.temp-3mo	24.2304945054945
ECA189	q90.temp-3mo	25.1885714285714
ECA189	max.temp-3mo	26.1978021978022
ECA191	min.temp-3mo	18.8549450549451
ECA191	q10.temp-3mo	19.4050549450549
ECA191	q25.temp-3mo	19.9958791208791
ECA191	mean.temp-3mo	22.091278302109
ECA191	median.temp-3mo	21.6016483516484
ECA191	q75.temp-3mo	24.2304945054945
ECA191	q90.temp-3mo	25.1885714285714
ECA191	max.temp-3mo	26.1978021978022
ECA347	min.temp-3mo	3.55714285714286
ECA347	q10.temp-3mo	4.64978021978022
ECA347	q25.temp-3mo	5.5282967032967
ECA347	mean.temp-3mo	8.07625534188034
ECA347	median.temp-3mo	7.72417582417582
ECA347	q75.temp-3mo	10.6799450549451
ECA347	q90.temp-3mo	11.8289010989011
ECA347	max.temp-3mo	13.1450549450549
ECA348	min.temp-3mo	7.17912087912088
ECA348	q10.temp-3mo	8.03307692307692
ECA348	q25.temp-3mo	9.0282967032967
ECA348	mean.temp-3mo	10.9439973252816
ECA348	median.temp-3mo	10.9648351648352
ECA348	q75.temp-3mo	12.6758241758242
ECA348	q90.temp-3mo	13.9420879120879
ECA348	max.temp-3mo	14.8406593406593
ECA349	min.temp-3mo	11.9813186813187
ECA349	q10.temp-3mo	12.5942857142857
ECA349	q25.temp-3mo	13.5950549450549
ECA349	mean.temp-3mo	15.8184973079631
ECA349	median.temp-3mo	15.6472527472527
ECA349	q75.temp-3mo	17.9321428571429
ECA349	q90.temp-3mo	19.2449450549451
ECA349	max.temp-3mo	20.1131868131868
ECA36	min.temp-3mo	9.4032967032967
ECA36	q10.temp-3mo	9.90978021978022
ECA36	q25.temp-3mo	10.5502747252747
ECA36	mean.temp-3mo	11.8261119832548
ECA36	median.temp-3mo	11.6016483516484
ECA36	q75.temp-3mo	12.9648351648352
ECA36	q90.temp-3mo	14.0861538461538
ECA36	max.temp-3mo	14.678021978022
ECA363	min.temp-3mo	17.5879120879121
ECA363	q10.temp-3mo	18.4494505494505
ECA363	q25.temp-3mo	19.5651098901099
ECA363	mean.temp-3mo	22.5113584846456
ECA363	median.temp-3mo	22.106043956044
ECA363	q75.temp-3mo	25.5373626373626
ECA363	q90.temp-3mo	27.2764835164835
ECA363	max.temp-3mo	27.9582417582418
ECA369	min.temp-3mo	17.6483516483516
ECA369	q10.temp-3mo	18.7507692307692
ECA369	q25.temp-3mo	19.9162087912088
ECA369	mean.temp-3mo	22.0523429300925
ECA369	median.temp-3mo	21.693956043956
ECA369	q75.temp-3mo	24.4313186813187
ECA369	q90.temp-3mo	25.6403296703297
ECA369	max.temp-3mo	26.5131868131868
ECA372	min.temp-3mo	19.9747252747253
ECA372	q10.temp-3mo	20.7320879120879
ECA372	q25.temp-3mo	21.6508241758242
ECA372	mean.temp-3mo	23.6229484917013
ECA372	median.temp-3mo	23.6972527472527
ECA372	q75.temp-3mo	25.5986263736264
ECA372	q90.temp-3mo	26.4157142857143
ECA372	max.temp-3mo	27.0681318681319
ECA396	min.temp-3mo	18.4307692307692
ECA396	q10.temp-3mo	18.8997802197802
ECA396	q25.temp-3mo	19.418956043956
ECA396	mean.temp-3mo	21.5050364394091
ECA396	median.temp-3mo	20.9769230769231
ECA396	q75.temp-3mo	23.5728021978022
ECA396	q90.temp-3mo	24.5731868131868
ECA396	max.temp-3mo	25.5593406593407
ED3005	min.temp-3mo	6.08539325842697
ED3005	q10.temp-3mo	6.93044943820225
ED3005	q25.temp-3mo	7.77949438202247
ED3005	mean.temp-3mo	9.02753329560752
ED3005	median.temp-3mo	9.06516853932584
ED3005	q75.temp-3mo	10.3210674157303
ED3005	q90.temp-3mo	11.1166292134831
ED3005	max.temp-3mo	11.7752808988764
ED3011	min.temp-3mo	4.82808988764045
ED3011	q10.temp-3mo	5.64966292134832
ED3011	q25.temp-3mo	6.46460674157303
ED3011	mean.temp-3mo	7.63310667720069
ED3011	median.temp-3mo	7.70337078651685
ED3011	q75.temp-3mo	8.81292134831461
ED3011	q90.temp-3mo	9.58415730337079
ED3011	max.temp-3mo	10.2247191011236
ED3012	min.temp-3mo	4.24065934065934
ED3012	q10.temp-3mo	5.0221978021978
ED3012	q25.temp-3mo	5.86785714285714
ED3012	mean.temp-3mo	7.09243893787372
ED3012	median.temp-3mo	7.2032967032967
ED3012	q75.temp-3mo	8.30192307692308
ED3012	q90.temp-3mo	9.11153846153846
ED3012	max.temp-3mo	9.73626373626374
ED3017	min.temp-3mo	3.93846153846154
ED3017	q10.temp-3mo	4.76747252747253
ED3017	q25.temp-3mo	5.66016483516484
ED3017	mean.temp-3mo	6.88496561409605
ED3017	median.temp-3mo	7.02197802197802
ED3017	q75.temp-3mo	8.10741758241758
ED3017	q90.temp-3mo	8.91087912087912
ED3017	max.temp-3mo	9.51978021978022
ED3040	min.temp-3mo	5.73417721518987
ED3040	q10.temp-3mo	6.46582278481013
ED3040	q25.temp-3mo	7.72784810126582
ED3040	mean.temp-3mo	11.5921355345453
ED3040	median.temp-3mo	10.5632911392405
ED3040	q75.temp-3mo	15.8164556962025
ED3040	q90.temp-3mo	17.7303797468354
ED3040	max.temp-3mo	18.620253164557
ED3046	min.temp-3mo	10.8604395604396
ED3046	q10.temp-3mo	11.3804395604396
ED3046	q25.temp-3mo	12.1604395604396
ED3046	mean.temp-3mo	15.3477106227106
ED3046	median.temp-3mo	14.5115384615385
ED3046	q75.temp-3mo	17.746978021978
ED3046	q90.temp-3mo	19.9473626373626
ED3046	max.temp-3mo	21.4142857142857
ED3048	min.temp-3mo	14.2054945054945
ED3048	q10.temp-3mo	14.6241758241758
ED3048	q25.temp-3mo	15.2521978021978
ED3048	mean.temp-3mo	18.7492673992674
ED3048	median.temp-3mo	17.760989010989
ED3048	q75.temp-3mo	21.3230769230769
ED3048	q90.temp-3mo	23.612967032967
ED3048	max.temp-3mo	25.1395604395604
ED3049	min.temp-3mo	14.2054945054945
ED3049	q10.temp-3mo	14.6241758241758
ED3049	q25.temp-3mo	15.2521978021978
ED3049	mean.temp-3mo	18.7492673992674
ED3049	median.temp-3mo	17.760989010989
ED3049	q75.temp-3mo	21.3230769230769
ED3049	q90.temp-3mo	23.612967032967
ED3049	max.temp-3mo	25.1395604395604
ED3052	min.temp-3mo	10.8604395604396
ED3052	q10.temp-3mo	11.3804395604396
ED3052	q25.temp-3mo	12.1604395604396
ED3052	mean.temp-3mo	15.3477106227106
ED3052	median.temp-3mo	14.5115384615385
ED3052	q75.temp-3mo	17.746978021978
ED3052	q90.temp-3mo	19.9473626373626
ED3052	max.temp-3mo	21.4142857142857
ED3073	min.temp-3mo	14.5912087912088
ED3073	q10.temp-3mo	15.1969230769231
ED3073	q25.temp-3mo	16.0016483516484
ED3073	mean.temp-3mo	18.6700461725504
ED3073	median.temp-3mo	18.0538461538462
ED3073	q75.temp-3mo	21.3285714285714
ED3073	q90.temp-3mo	23.0385714285714
ED3073	max.temp-3mo	23.9142857142857
ED3077	min.temp-3mo	14.5912087912088
ED3077	q10.temp-3mo	15.1969230769231
ED3077	q25.temp-3mo	16.0016483516484
ED3077	mean.temp-3mo	18.6700461725504
ED3077	median.temp-3mo	18.0538461538462
ED3077	q75.temp-3mo	21.3285714285714
ED3077	q90.temp-3mo	23.0385714285714
ED3077	max.temp-3mo	23.9142857142857
EG4347	min.temp-3mo	5.65164835164835
EG4347	q10.temp-3mo	6.75208791208791
EG4347	q25.temp-3mo	8.22857142857143
EG4347	mean.temp-3mo	12.0392362724342
EG4347	median.temp-3mo	11.1686813186813
EG4347	q75.temp-3mo	15.7175824175824
EG4347	q90.temp-3mo	18.8440659340659
EG4347	max.temp-3mo	19.932967032967
EG4349	min.temp-3mo	8.00659340659341
EG4349	q10.temp-3mo	9.01318681318681
EG4349	q25.temp-3mo	10.335989010989
EG4349	mean.temp-3mo	13.9540610498607
EG4349	median.temp-3mo	13.6104395604396
EG4349	q75.temp-3mo	17.5634615384615
EG4349	q90.temp-3mo	19.3981318681319
EG4349	max.temp-3mo	20.3483516483516
EG4724	min.temp-3mo	9.05714285714286
EG4724	q10.temp-3mo	9.68241758241758
EG4724	q25.temp-3mo	10.6093406593407
EG4724	mean.temp-3mo	12.7605455259027
EG4724	median.temp-3mo	12.7917582417582
EG4724	q75.temp-3mo	14.9151098901099
EG4724	q90.temp-3mo	15.8150549450549
EG4724	max.temp-3mo	16.3989010989011
EG4725	min.temp-3mo	9.05714285714286
EG4725	q10.temp-3mo	9.68241758241758
EG4725	q25.temp-3mo	10.6093406593407
EG4725	mean.temp-3mo	12.7605455259027
EG4725	median.temp-3mo	12.7917582417582
EG4725	q75.temp-3mo	14.9151098901099
EG4725	q90.temp-3mo	15.8150549450549
EG4725	max.temp-3mo	16.3989010989011
EG4946	min.temp-3mo	10.2769230769231
EG4946	q10.temp-3mo	11.2567032967033
EG4946	q25.temp-3mo	12.5423076923077
EG4946	mean.temp-3mo	16.4053963197355
EG4946	median.temp-3mo	15.9692307692308
EG4946	q75.temp-3mo	20.1005494505495
EG4946	q90.temp-3mo	22.2908791208791
EG4946	max.temp-3mo	23.2021978021978
GXW1	min.temp-3mo	9.2967032967033
GXW1	q10.temp-3mo	10.6016483516484
GXW1	q25.temp-3mo	11.6802197802198
GXW1	mean.temp-3mo	14.3407489249881
GXW1	median.temp-3mo	14.2049450549451
GXW1	q75.temp-3mo	16.9942307692308
GXW1	q90.temp-3mo	18.6937362637363
GXW1	max.temp-3mo	19.432967032967
JT11398	min.temp-3mo	3.36263736263736
JT11398	q10.temp-3mo	4.03846153846154
JT11398	q25.temp-3mo	4.55769230769231
JT11398	mean.temp-3mo	5.86092817619099
JT11398	median.temp-3mo	5.86263736263736
JT11398	q75.temp-3mo	7.00824175824176
JT11398	q90.temp-3mo	7.92417582417582
JT11398	max.temp-3mo	8.53846153846154
JU1088	min.temp-3mo	7.86703296703297
JU1088	q10.temp-3mo	8.54505494505494
JU1088	q25.temp-3mo	9.47857142857143
JU1088	mean.temp-3mo	11.4319212068125
JU1088	median.temp-3mo	11.5335164835165
JU1088	q75.temp-3mo	13.2684065934066
JU1088	q90.temp-3mo	14.2712087912088
JU1088	max.temp-3mo	14.9340659340659
JU1200	min.temp-3mo	11.0747252747253
JU1200	q10.temp-3mo	11.7289010989011
JU1200	q25.temp-3mo	12.4799450549451
JU1200	mean.temp-3mo	14.0855273177478
JU1200	median.temp-3mo	14.2027472527473
JU1200	q75.temp-3mo	15.606043956044
JU1200	q90.temp-3mo	16.3414285714286
JU1200	max.temp-3mo	16.9505494505494
JU1212	min.temp-3mo	13.6450549450549
JU1212	q10.temp-3mo	14.029010989011
JU1212	q25.temp-3mo	14.6049450549451
JU1212	mean.temp-3mo	15.2945604395604
JU1212	median.temp-3mo	15.3928571428571
JU1212	q75.temp-3mo	16.1057692307692
JU1212	q90.temp-3mo	16.4735164835165
JU1212	max.temp-3mo	16.7186813186813
JU1213	min.temp-3mo	13.6450549450549
JU1213	q10.temp-3mo	14.029010989011
JU1213	q25.temp-3mo	14.6049450549451
JU1213	mean.temp-3mo	15.2945604395604
JU1213	median.temp-3mo	15.3928571428571
JU1213	q75.temp-3mo	16.1057692307692
JU1213	q90.temp-3mo	16.4735164835165
JU1213	max.temp-3mo	16.7186813186813
JU1242	min.temp-3mo	5.71208791208791
JU1242	q10.temp-3mo	6.59054945054945
JU1242	q25.temp-3mo	7.59725274725275
JU1242	mean.temp-3mo	9.83901522190146
JU1242	median.temp-3mo	9.72582417582418
JU1242	q75.temp-3mo	11.8538461538462
JU1242	q90.temp-3mo	13.6217582417582
JU1242	max.temp-3mo	14.5461538461538
JU1246	min.temp-3mo	5.71208791208791
